Column1;class;word;sentence1;sentence2
125;0;baza; del Nigrada leta 1983 šel v redno likvidacijo, je  bazo  odkupil Gradis, sočasno pa je prevzel tudi zaposlene.  ; tehnična izvedba,« je po enotedenski vadbi v slovenski  bazi  Jantai povedal vase zaverovani 29-letni Brežičan in dodal 
126;0;baza; trepetanju na mrazu ameriški vojaki spravili na varno v zračno  bazo  v Bagramu. Zasilni pristanek je bil potreben zaradi snežne  ; angeli zapišejo pod to številko. Si predstavljate šele tisto  bazo ? 
127;0;baza; , da se tem ne bi bilo treba vračati v  baze  in bi prihranili čas, gorivo ter tudi povečali obseg  ; Italijanska smučarka Alessandra Merlin je pred dnevi protestno zapustila  bazo  italijanskih specialistk za hitre discipline in javnosti razkrila, da  
128;1;baza;" izgraditi podatkovno  bazo  ženskega podjetništva; "; , saj je v bistvu le nadaljevanje gradnje sistema podatkovnih  baz , ki postajajo temelj za ves sodobni svet e- 
129;0;baza; HTml eXtension razširitev HTML), ukaze za dostop do  baze  podatkov pa ima shranjene v posebnih datotekah s podaljškom . ; za svoje sedanje stranke in tako modelirali ravnanje celotne naročniške  baze . Da vemo, ali bomo dajali več popustov novim  
130;0;baza; tudi na naša filmska platna prihaja avstralska epopeja Avstralija režiserja  Baza  Luhrmanna z Nicole Kidman in Hughom Jackmanom, ki jo  ; (izbriše) prej vpisani podatek, mora v centralni  bazi  ostati shranjen in dostopen tudi prej vpisani podatek. 
131;0;baza; prvenstva. Takoj po pristanku so Angleži odšli v pripravljalno  bazo  v Rustenburgu. ; Saje, ki tudi strokovno vodi obiske po objektih na  Bazi  20. Prevod je oskrbela Nataša Kosec, zloženko je  
132;0;baza; ukrepi, s katerimi vladajoča koalicija snubi izmikajočo se volilno  bazo . Za predvolilne sladkorčke se odloča na vrat na nos ; (urejevalniki besedil, delo s preglednicami, delo z  bazami  podatkov),  
133;0;baza; in pokazal svoje rešitve, ki so prav tako v  bazi  tega programa. Čez 300 let stara kmetija pri Lazarju  ; Registracija pomeni samo prvi vpis v  bazo  podatkov, kjer uporabnik vpiše zahtevane podatke (uporabniško ime 
134;1;baza; Za avtocestno  bazo  Družbe za avtoceste v Republiki Sloveniji (Dars) na  ; sovražnike in pelje h komunistični revoluciji, ustvarja tudi ekonomsko  bazo  za uresničenje komunističnega režima. 
135;0;baza; intenzivne nege s prostorom za izolacijo bolnikov in sodobno sestrsko  bazo , ki omogoča učinkovito spremljanje bolnikov ves dan. Obnova  ; - v vlogi nacionalnega upravljavlca elektronske  baze  za ugotavljanje kršitev prava EU pošilja Evropski komisiji odgovore Republike  
136;1;baza; inšpekcijski nadzor črpanje iz skupne (evropske ali širše)  baze  podatkov, izkušenj in ob pomoči unificiranih nadzorstvenih postopkov. ;" slov. j. - gov. in pis.; delo z  bazami  pod. - osn.; kat. B; do 21.03.03 "
137;1;baza; zadnjih dneh začeli spraševati, kako bodo banke nadomestile informacijske  baze  podatkov, ki so bili izgubljeni v tragediji. Ob  ; dopolnilnih zdravstvenih zavarovanj) izdajala osebne podatke zavarovancev iz svoje  baze . To pa zato, da bi potem Triglav na  
138;1;baza; ? Na to vprašanje nam odvetnica Carmen Dobnik, po  bazi  GVIN poleg Borisa Praprotnika ena solastnic WT Aurore, ni  ; Prek satelitskega telefona in računalnika so ves čas povezani z  bazo  v Franciji, ki jim na poti tudi ves čas  
139;0;baza; , pri zaostanku ene točke in dvema našima igralcema na  bazah , je prišel na mesto odbijalca Timothy in imel priložnost ; in razvrščanje, lahko tudi to uporabite v drugih objektih  baze  podatkov, kot so na primer obrazci in poizvedbe. 
140;0;baza; Relacijsko  bazo  podatkov, ki je obstajala na sekretariatu za notranje zadeve ; na hudem mrazu in nočeh. Ko smo mu z  baze  sporočali, kakšno veliko medijsko zanimanje je za njegovo rešitev 
141;0;baza; Martin in Sanders sta si 12. julija 1951 v  bazi  Sculthorpe ogledala enega od RB-45C, ki je  ; • Kako iskati podatke v  bazi  
142;0;baza; z javnim razpisom, o čemer vlagatelj predloži izpis iz  baze . ; Na trenutke se mi dozdeva, da nad asfaltno  bazo  bdim bolj skrbno kot kakšna koklja nad piščeti. Pa  
143;0;baza; in praznjenj. Polnjenje baterije se je praviloma izvajalo v  bazah  s pomočjo ustreznih kablov iz stacionarnih energetskih postaj, s  ; vse v najlepšem redu, bival sem v t. i.  bazi , obljubili pa so mi opremljeno stanovanje, mi dejali 
144;1;baza; mogoče, prvič pa se verjetno srečujemo z lastninjenjem podatkovnih  baz . In ta lastnina ni kar tako, kajti z  ; , ki jih je po potrebi mogoče vzeti iz skupne  baze . Na ta način je mogoče novosti iz tehničnega razvoja  
145;1;baza; tako pomemben za civilni promet, ostal pa je vojna  baza . Po končani hladni vojni je izgubil tudi to vlogo ; terorizmu. Turčija je dala soglasje za uporabo svojih vojaških  baz  in zračnega prostora ter ponudila izmenjavo obveščevalnih informacij. Prav  
146;0;baza; Tovariši iz  Baze  20 ; upravnik bi torej lahko upravičeno trdil, da je njegova  baza  podatkov zelo velika, pač glede na računalniške zmogljivosti,  
147;0;baza; Electro house večer. Vstop prost. Klub  Baza . Ob 22. uri. ; Kosilo na ladji. Postanek na Porosu, glavni pomorski  bazi  18. st in Aegini. V večernih urah vrnitev v  
148;0;baza; primarno in sekundarno bazo. To pomeni, da sekundarna  baza , čeprav še naprej ščiti podatke za primer okrevanja po  ; V okviru zasebnega projekta Artemis načrtujejo stalno  bazo  na Luni, v kateri bi bili astronavti povsem neodvisni  
149;0;baza; nacionalno študijo primera državljanske vzgoje in izobraževanja in v mednarodno  bazo  dokumentov poslala štiri dokumente:  ; ovirali v mednarodni trgovini na področju obrambne tehnološke in industrijske  baze . V skladu z logičnim pričakovanjem je samo del podjetij 
150;0;baza; razvijamo svojo identiteto. In šele ko imaš enkrat svojo  bazo , ti je dovoljeno, da jo zapustiš in s  ; kdo in kdaj je vstopil v kateri objekt ali podatkovno  bazo  Sove. Kaže, da se Sova parlamentarnemu nadzoru izmika  
151;1;baza; ga je prijavila kot Janeza. In dokler niso v  bazi  popolni osebni podatki, ne moreš ugotoviti, da Janez  ; , v pristojnosti generalnega sekretariata Interpola v Lyonu pa je  baza  podatkov o ukradenih vozil po vsem svetu. »Naša  
152;0;baza; samostojno ali skupaj s celotnim podjetjem) ali takšne stalne  baze , se lahko obdavčijo v tej drugi državi. ; vrhu in to v najkrajšem možnem času po prihodu v  bazo . To je štirinajsti dan. Vreme nas je zavrnilo  
153;0;baza; s stališča funkcionalnosti, izvedbe načrta prehoda iz starih podatkovnih  baz  na nove, ustreznosti informacijske platforme, kakor tudi s  ; MOČNE  BAZE  
154;0;baza; strežnikov Risc in Intel arhitekture ter migracija zdajšnjih aplikacij in  baz  na novo opremo, virtualizacija, nakup diskovnega podsistema za  ; Nekaj kilometrov od znane  Baze  20 je na jasi Pogorelec, kjer je nekoč stala  
155;1;baza; sprijemal in ponekod se je pojavila poledica. Delavci postojnske  baze  Cestnega podjetja Koper so imeli ves dan polne roke dela ; nad tretjo sovjetsko vojaško bazo, medtem ko je usoda  baze  Gudauta v Abhaziji še vedno neznanka. Rusija sicer vztraja 
156;0;baza; nam omogoča dostop do vseh podatkov o predmetu v geografski  bazi . Cena programa je 2400 dolarjev. ; 7. Kliknite V redu. Excel  bazo  opremi z delnimi vsotami. Opazite lahko, da se  
157;0;baza; 3. Gospod Knuckles je v New Yorku del  baze  slavnih ustvarjalcev plesne glasbe v tako imenovanem Dance Music Hall  ; mesec dela v mirovni misiji, stroški življenja v vojaški  bazi  pa so za sforjevca tako rekoč enaki ničli. Nekateri  
158;0;baza; klubi, ki imajo poravnane obveznosti in se z lastno  bazo  skušajo prebiti na tekmovalni lestvici slovenskega državnega prvenstva. ; Kuvajtu. Halliburton hrani vojake, gradi vojaške in letalske  baze , infrastrukturo (kopalnice, tuši, klima),  
159;1;baza; 22.40 po lokalnem času, ko so iz kalifornijske zračne  baze  Vandenberg izstrelili medcelinsko raketo. Enaindvajset minut in 34 sekund  ; (JAWOC), ki je že v slovensko pripravljalno  bazo  poslal dva svoja predstavnika. Eden je magister kemije,  
160;0;baza; baze. Na čas namestitve vpliva začetno znanje o podatkovni  bazi  in v primeru, da ga nimamo dovolj, nam  ; diktira spremembo zakona o trgovini okoli 15 odstotkov celotne volilne  baze . Za vse drugače misleče, namreč za tiste,  
161;0;baza;" omogoči le ""vaško"" gasilstvo, organizirano na prostovoljni  bazi . Tudi gašenje velikih požarov v Franciji, Italiji,  "; FOTO Asfaltna  baza  tovarna asfalta 
162;0;baza; , temveč je tudi medij, ki omogoča povezavo med  bazami  podatkov, in da je posledično za učinkovito delovanje sistema  ; skupine UNZ Maribor odšel komandir PM Ormož. V tankovski  bazi  je komandir starešinam JLA pojasnil nevarnost pri vrnitvi konvoja na  
163;1;baza; pet ur so potrebovali, da so prišli do prve  baze , ki je na 3.300 metrih. Na tej višini  ; Tudi Nemci so se zbrali v ponedeljek. Njihova  baza  je bil Frankfurt, kjer se je na dvodnevnih testiranjih  
164;1;baza; Linux, Unix in Windows, ter predstavlja prvo podatkovno  bazo , ki združuje hitrost, potrebno za iskanje po internetu ; , ki pove, ali je gradnik povezan s podatkovno  bazo . 
165;1;baza; ki jih s pomočjo satelitskih meritev GPS natančno vnašajo v  bazo  geografskega informacijskega sistema GIS. Pri svojem delu za napovedovanje  ; pomanjkanja časa se marsikateri strokovnjak ne loteva brskanja po teh  bazah  in se namesto tega pusti poučiti predstavnikom farmacevtske industrije.  
166;0;baza; e-portalu Trajekt). »Ti objekti ( Baza  20 v Kočevskem rogu, občina v Kranju, stanovanjski  ; dela). Referati iz zbornika so tudi uvrščeni v  baze  podatkov ISI (Current Contents Proceedings in ISTP (Index  
167;1;baza; okostje programa FoxPro kot podlago za Microsoftov program za obdelavo  baz  podatkov po standardu dBase. Bomo videli. Tudi programerska  ; dan v Financial Timesu prav neokusno reklamo o performansu njegove  baze  podatkov. Verjamem, da je reklama učinkovita, ampak  
168;0;baza; da sem se pripel na vrv. Ta večer v  bazi , na varnem in skoraj v redu, sva si  ; . Film je posnet po igri, ki jo je  Baz  napisal in jo režiral med študijem igre na sydneyskem National  
169;0;baza; normativnih zapisov za imena avtorjev iz  baze  podatkov CONOR.SI po stanju 10.3.2010 ; in dogovori. Taki ali drugačni, vendar  baze  bodo ostale, v njih pa vojaki 
170;1;baza; Američani Italijanom ukinili skrbniški mandat nad Albanijo in v italijanske  baze  naselili 2000 marincev, ki so se od tam umaknili  ; navijači. Tako so v torek in sredo iz milanske  baze  pripravili pogovor po internetu na Bayernovi spletni strani. O  
171;0;baza; -odstotni delež v Jati Emoni. Družbe Irgram v  bazi  gvin.com nismo zasledili, je pa postala tretji največji lastnik  ; državne, da bi dala manjšega zagona veliki otoški motošportni  bazi , ki zajema tri tisoč podjetij, v katerih je  
172;0;baza; je ob prostorih kranjskih poklicnih gasilcev zrasla še nova tehnična  baza  AMZS. Poslovna enota Kranj je tako pridobila pet tisoč  ; jih imaš vse preveč polno, ki so na dnevni  bazi  v gozdu in samo čakajo, kdaj bo kakšna žival  
173;0;baza; Gaze, prebivalci v njih pa njegova najbolj vdana volilna  baza . Za obnovitev lastne varnosti zahtevajo vojno. ; Naslov: Asfaltno  bazo  naj bi legalizirali 
174;1;baza; družbenika, nekega Emila Marcina na Slovaško (po podatkih  baze  Gvin gre za naslov 90501 Mayjava, Maexova 797/ ; podatkov, o praktičnih rešitvah in prehodih na novejše rodove  baz  podatkov. 
175;1;baza; razlagami in več kot 30.000 zgledi rabe iz znamenite podatkovne  baze  Cobuild. Drugače kot v dosedanjih dvojezičnih slovarjih, v  ; Nasprotovanje projektu genske podatkovne  baze  je bolj kot na Islandiji prisotno zunaj njenih meja,  
176;1;baza; Centralna banka Italije ocenjuje, da je podatkovna  baza  Diners Cluba Italia zdaj skladna s predpisi o preprečevanju pranja  ; za politično stranko, ki zbira denar. Izdelali ste  bazo  podatkov, ki v eni izmed tabeli shranjuje podatke o  
177;0;baza; skladišči, prav tako podpira stopnjevano prilagodljivost. Večina znanih  baz  podatkov se zna prilagajati zgradbi sistema, v katerem teče ; in dokler bom zdrav,” je včeraj v reprezentančni  bazi  na Brdu razlagal Cimerotič in potrdil, da sta se  
178;1;baza;" je več kot dovolj,"" je objavil v pripravljalni  bazi  Galskih petelinov v Clairefontainu, kjer se Les Bleus pripravljajo  ";" pripravljen vložiti vse napore, da bi Rome v raketno  bazo  sprejeli, krajanom pa bi zagotovili nadomestila; denar za  "
179;1;baza;" naredili tudi v Sloveniji, ki že ima povsem solidno  bazo  pedagogov."" "; . V veliki meri je prav od odločitve LDS-ovske delegatske  baze  odvisno, ali bo na prvih parlamentarnih volitvah po odhodu  
180;0;baza; okolje in prostor, pritožila. V zgodbi o asfaltni  bazi  velja opozoriti še na vlogo Slovenskega ekološkega gibanja, ki  ; fušarje najbolj podpirata SLS in SDS. Očitno so volilna  baza . Nedotakljivost stanovanja tu ni problem, saj mora fušar  
181;0;baza; PO Slovenije ter zavezniške vojaške misije so imeli sedež na  Bazi  21 pod Kraguljim vrhom. Baza 80 je bila nameščena  ; eksperimentalno metodologijo za strateško presojo vplivov na okolje, skupne  baze  znanja, zasnovo skupne infrastrukture, spodbujali pa naj bi  
182;0;baza; ugodnostih, med njimi o možnosti, da bi na  bazah  AMZS zgradili samopostrežne bencinske črpalke s cenejšim gorivom za člane ; zvolila. Na tem referendumu pa je opozicija zbrala dovolj  baze , da je dobila referendum. Je pa jasno iz  
183;0;baza; premoremo. Kar je seveda rezultat številnosti športnikov, trenerske  baze , urejenosti razmer in predvsem denarja, ki ga država  ; vlek in 14 avtomobilskih prvih pomoči. Dežurni v tehnični  bazi  je povedal, da do prometnih nezgod vsak dan prihaja  
184;0;baza; Oktobra bodo organizirali dvotedensko potovanje v zračne  baze  vrhunskih pilotov v ZDA ; Prilizovanje konservativnim voditeljem je razumljivo glede na njihov vpliv v  bazi  stranke, iz katere izhaja vsaj polovica republikanskih volilcev.  
185;0;baza; bi se je zelo rad znebil in pohopsal njeno volilno  bazo . Vendar si ne more privoščiti, da bi na  ; DB2, nižje stroške kot podjetja, ki uporabljajo podatkovne  baze  podjetja Oracle. Večina podjetij ugotavlja, da stroški pridobivanja  
186;0;baza; centralno hranjenje podatkov v računalniku in zmožnost izvoza podatkov v  bazo , združljivo z ODBC, v kateri lahko nadalje obdelujemo  ; , ki spominjajo na prvo svetovno vojno – poskušajo vzdrževati  bazo , trideset metrov naprej pa so talibanski frontni jarki,  
187;0;baza; odličnem lahkotnem odboju Paula Taylerja napredovala do druge in tretje  baze . Končali smo s komaj petimi odboji za eno bazo ; za Windows NT, praktično vsi veliki uporabniki pa take  baze  testirajo, tako da naj bi bilo skupno število produkcijskih  
188;1;baza; za varnost, ki bo prevzelo oblikovanje in zaščito enotne  baze  podatkov za državljane in izdajanje enotnih osebnih izkaznic, vozniških  ; Za svoje objekte vaše  baze  podatkov lahko uporabite ta ali podoben sistem poimenovanja. 
189;0;baza; , da je zahtevek za izdajo gradbenega dovoljenja investitorju asfaltne  baze  zavrnjen. Trenutno je v pripravi odločba o razveljavitvi uporabnega  ; , postavlja na ploščo scannerja in jih vstavlja v računalniško  bazo . Cel božji dan. Ko presenečeno odkrije, da  
190;1;baza; nad Pliberkom, kjer je imel že prej urejeno poveljniško  bazo  za morebitno obrambo južnih meja. ; . Tokrat z Berlinom, ki je EasyJetova glavna nemška  baza . Sedeži so že naprodaj po 20,49 evra v eno  
191;0;baza; Ne vem.  Baza  je enaka, vse bo odvisno od motiva, ki  ; opravlja v tej drugi državi samostojne osebne storitve iz stalne  baze , ki je v njej, in je pravica ali  
192;0;baza; v Južni Afriki ostal še nekaj dni, da izbere  bazo , v kateri bo bivala in se pripravljala slovenska reprezentanca ; Leta 1944 je švicarska družina Neuenschwander začela postavljati podatkovno  bazo , ki je danes postala eden najpomembnejših poslovnih vodnikov. 
193;1;baza; KDP, Irak pa ji v zameno daje orožje,  baze  ipd. Sirija podpira PKK zato, ker meni, da  ; kilometra od kraja Brdy, kjer naj bi stala radarska  baza , je povedal, da je ponosen, ker je  
194;0;baza; skušala doseči, da v industrijski coni ne bo asfaltne  baze , katere vlagatelj bi bilo gradbeno podjetje GTTG Maribor,  ; vojska palestinsko varnostno infrastrukturo - oporišča, zapore in podatkovne  baze  - na Zahodnem bregu zravnala z zemljo. Policiste je  
195;0;baza; osebni računalnik, tako da podatke lahko spravite in gradite  bazo  svojih dosežkov. Modeli najvišjega razreda imajo vgrajen navigacijski sistem  ; da improvizirano parkirišče v Lipovcih, kjer je opuščena asfaltna  baza  soboškega cestnega podjetja, ne ustreza zadrževanju tovornjakov z živimi  
196;0;baza; vrh ni šlo zaradi globokega snega. Sestopili smo v  bazo , kjer smo ostali le Mojca, Ludvik, Matej  ; 3. Skladišče podatkov je urejeno kot statična  baza  podatkov s strukturo, ki je kar najbolj prilagojena analitikovemu  
197;0;baza; . Približno polovica slovenskih sadnih jogurtov je narejena s sadno  bazo , ki je narejena v Fructalu, izdelujejo tudi sadne  ; bila usmeritev na politiko avtonomne ali s Slovenijo povezane materialne  baze  manjšine tudi nepogrešljiv del strateškega pristopa do manjšine, ki  
198;0;baza; Cestni promet je najnevarnejša oblika transporta. Po ugotovitvah podatkovne  baze  prometnih nesreč v skupnosti (CARE) je bilo pred  ; Na  bazah  hrbtne in predrepne plavuti ima mehko svetleče tkivo, za  
199;0;baza;" ki se podaljšajo proti Olševku, Lužam in nazaj proti  bazi . Ko se zima ""skida"", pa začnemo  "; Za bolezni pa priporočamo uporabo vivera cuprablau, sredstvo na  bazi  bakra.  
200;0;bazilika;  baziliko  ; 3 – Darja pred  baziliko  v San Marinu 
